"","Stations_id","Stationsname","geograph.Breite","geograph.Laenge","Stationshoehe","Naturraumgruppe","Naturraum","Datum.Stationsaufloesung","Bundesland","eor"
"4880",12226,"Lubochow                                   ",51.6167,14.1,110,"Lausitzer Becken- und Heideland                                                 ","Lausitzer Grenzwall                                                             ","31.12.1976             ","Brandenburg                             ","eor"
"4881",12227,"Naundorf-Fleißdorf                         ",51.8167,14.1,55,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1995             ","Brandenburg                             ","eor"
"4882",12228,"Raddusch                                   ",51.8167,14.05,55,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1980             ","Brandenburg                             ","eor"
"4883",12229,"Burg/Spreewald (PH)                        ",51.8333,14.15,55,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1996             ","Brandenburg                             ","eor"
"4884",12230,"Drebkau (PH)                               ",51.6667,14.2167,85,"Lausitzer Becken- und Heideland                                                 ","Cottbuser Sandplatte                                                            ","31.12.1984             ","Brandenburg                             ","eor"
"4885",12231,"Kahren                                     ",51.7167,14.4167,75,"Spreewald                                                                       ","Cottbuser Schwemmsandfächer                                                     ","31.12.1990             ","Brandenburg                             ","eor"
"4886",12232,"Krieschow-Wiesendorf                       ",51.75,14.15,65,"Lausitzer Becken- und Heideland                                                 ","Luckau-Calauer Becken                                                           ","31.12.1993             ","Brandenburg                             ","eor"
"4887",12233,"Peitz (PH)                                 ",51.8667,14.4167,60,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1971             ","Brandenburg                             ","eor"
"4888",12234,"Preilack                                   ",51.8833,14.4167,60,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1984             ","Brandenburg                             ","eor"
"4889",12235,"Schorfheide-Altenhof                       ",52.9167,13.7167,50,"Mecklenburgische Seenplatte                                                     ","Britzer Platte                                                                  ","31.12.1971             ","Brandenburg                             ","eor"
"4890",12236,"Eberswalde-Finow                           ",52.8333,13.8333,40,"Mecklenburgische Seenplatte                                                     ","Eberswalder Tal                                                                 ","                       ","Brandenburg                             ","eor"
"4891",12237,"Eberswalde (Beob.-Stelle 2)                ",52.8167,13.8167,35,"Mecklenburgische Seenplatte                                                     ","Eberswalder Tal                                                                 ","31.12.1975             ","Brandenburg                             ","eor"
"4892",12238,"Eberswalde (Beob.-Stelle 1)                ",52.8333,13.8167,40,"Mecklenburgische Seenplatte                                                     ","Eberswalder Tal                                                                 ","31.12.1973             ","Brandenburg                             ","eor"
"4893",12239,"Friedrichswalde b. Eberswalde              ",53.0333,13.7,85,"Mecklenburgische Seenplatte                                                     ","Schorfheide                                                                     ","31.12.2001             ","Brandenburg                             ","eor"
"4894",12240,"Joachimsthal (Beob.-Stelle 1)              ",52.9667,13.7667,75,"Rückland der Mecklenburgischen Seenplatte                                       ","Uckermärkisches Hügelland (mit Uecker- und Randowtal)                           ","                       ","Brandenburg                             ","eor"
"4895",12241,"Joachimsthal (Beob.-Stelle 2)              ",52.9833,13.75,75,"Rückland der Mecklenburgischen Seenplatte                                       ","Uckermärkisches Hügelland (mit Uecker- und Randowtal)                           ","31.12.1985             ","Brandenburg                             ","eor"
"4896",12242,"Melchow                                    ",52.7833,13.7,60,"Ostbrandenburgische Platte                                                      ","Barnimplatte                                                                    ","31.12.1989             ","Brandenburg                             ","eor"
"4897",12243,"Parstein                                   ",52.9333,14.0333,65,"Rückland der Mecklenburgischen Seenplatte                                       ","Uckermärkisches Hügelland (mit Uecker- und Randowtal)                           ","31.12.1969             ","Brandenburg                             ","eor"
"4898",12244,"Trampe                                     ",52.7833,13.8333,70,"Mecklenburgische Seenplatte                                                     ","Eberswalder Tal                                                                 ","31.12.2002             ","Brandenburg                             ","eor"
"4899",12245,"Schlaubetal-Bremsdorf                      ",52.1333,14.5,100,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Lieberoser Heide und Schlaubegebiet                                             ","31.12.1973             ","Brandenburg                             ","eor"
"4900",12246,"Brieskow-Finkenheerd (Ph)                  ",52.25,14.5833,55,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Fürstenberger Odertal                                                           ","31.12.1971             ","Brandenburg                             ","eor"
"4901",12247,"Diehlo                                     ",52.1333,14.5833,110,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Gubener Land (mit Diehloer Hügeln)                                              ","31.12.1972             ","Brandenburg                             ","eor"
"4902",12248,"Müllrose (PH)                              ",52.25,14.4167,40,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.1999             ","Brandenburg                             ","eor"
"4903",12249,"Neuzelle                                   ",52.0833,14.65,80,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Gubener Land (mit Diehloer Hügeln)                                              ","31.12.1970             ","Brandenburg                             ","eor"
"4904",12250,"Siehdichum-Pohlitz                         ",52.1833,14.5833,75,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.2002             ","Brandenburg                             ","eor"
"4905",12251,"Neißemünden-Ratzdorf                       ",52.0667,14.75,35,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Fürstenberger Odertal                                                           ","31.12.1971             ","Brandenburg                             ","eor"
"4906",12252,"Neuzelle-Treppeln                          ",52.0833,14.55,115,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Gubener Land (mit Diehloer Hügeln)                                              ","31.12.1968             ","Brandenburg                             ","eor"
"4907",12253,"Doberlug-Kirchhain (Beob.-Stelle 1)        ",51.6333,13.5667,95,"Lausitzer Becken- und Heideland                                                 ","Kirchhain-Finsterwalder Becken                                                  ","31.12.1996             ","Brandenburg                             ","eor"
"4908",12254,"Doberlug-Kirchhain (Beob.-Stelle 2)        ",51.65,13.5833,95,"Lausitzer Becken- und Heideland                                                 ","Kirchhain-Finsterwalder Becken                                                  ","31.12.1972             ","Brandenburg                             ","eor"
"4909",12255,"Finsterwalde (PH)                          ",51.6333,13.7167,110,"Lausitzer Becken- und Heideland                                                 ","Kirchhain-Finsterwalder Becken                                                  ","31.12.1986             ","Brandenburg                             ","eor"
"4910",12256,"Göllnitz                                   ",51.6333,13.8667,120,"Lausitzer Becken- und Heideland                                                 ","Kirchhain-Finsterwalder Becken                                                  ","31.12.1977             ","Brandenburg                             ","eor"
"4911",12257,"Lichterfeld                                ",51.6,13.7833,125,"Lausitzer Becken- und Heideland                                                 ","Kirchhain-Finsterwalder Becken                                                  ","31.12.1990             ","Brandenburg                             ","eor"
"4912",12258,"Rückersdorf                                ",51.5667,13.55,95,"Lausitzer Becken- und Heideland                                                 ","Niederlausitzer Randhügel                                                       ","                       ","Brandenburg                             ","eor"
"4913",12259,"Sallgast                                   ",51.5833,13.8167,135,"Lausitzer Becken- und Heideland                                                 ","Kirchhain-Finsterwalder Becken                                                  ","                       ","Brandenburg                             ","eor"
"4914",12260,"Sonnewalde (PH)                            ",51.6833,13.65,105,"Lausitzer Becken- und Heideland                                                 ","Kirchhain-Finsterwalder Becken                                                  ","31.12.1990             ","Brandenburg                             ","eor"
"4915",12261,"Staupitz                                   ",51.5333,13.6667,110,"Lausitzer Becken- und Heideland                                                 ","Niederlausitzer Randhügel                                                       ","31.12.1989             ","Brandenburg                             ","eor"
"4916",12262,"Zeckerin                                   ",51.7167,13.6333,100,"Lausitzer Becken- und Heideland                                                 ","Kirchhain-Finsterwalder Becken                                                  ","31.12.1985             ","Brandenburg                             ","eor"
"4917",12263,"Döbern/NL                                  ",51.6167,14.6167,140,"Lausitzer Becken- und Heideland                                                 ","Cottbuser Sandplatte                                                            ","31.12.2005             ","Brandenburg                             ","eor"
"4918",12264,"Heinersbrück-Grötsch                       ",51.8,14.5167,65,"Spreewald                                                                       ","Cottbuser Schwemmsandfächer                                                     ","31.12.1981             ","Brandenburg                             ","eor"
"4919",12265,"Groß Bademeusel                            ",51.6833,14.7167,90,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Guben-Forster Neissetal                                                         ","31.12.1988             ","Brandenburg                             ","eor"
"4920",12266,"Groß Jamno                                 ",51.7333,14.5833,80,"Lausitzer Becken- und Heideland                                                 ","Cottbuser Sandplatte                                                            ","                       ","Brandenburg                             ","eor"
"4921",12267,"Heinersbrück                               ",51.8167,14.5167,65,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1991             ","Brandenburg                             ","eor"
"4922",12268,"Jerischke                                  ",51.6167,14.7167,130,"Lausitzer Becken- und Heideland                                                 ","Cottbuser Sandplatte                                                            ","                       ","Brandenburg                             ","eor"
"4923",12269,"Steinhöfel-Beerfelde                       ",52.4333,14.0333,65,"Ostbrandenburgische Platte                                                      ","Lebusplatte                                                                     ","31.12.1997             ","Brandenburg                             ","eor"
"4924",12270,"Berkenbrück                                ",52.35,14.15,40,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.1999             ","Brandenburg                             ","eor"
"4925",12271,"Spreenhagen-Braunsdorf                     ",52.3667,13.8,35,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.1969             ","Brandenburg                             ","eor"
"4926",12272,"Briesen                                    ",52.35,14.2833,40,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.2007             ","Brandenburg                             ","eor"
"4927",12273,"Erkner                                     ",52.4167,13.75,35,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.1974             ","Brandenburg                             ","eor"
"4928",12274,"Grünheide-Altbuchhorst                     ",52.4333,13.85,20,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.2002             ","Brandenburg                             ","eor"
"4929",12275,"Grünheide-Fangschleuse                     ",52.4167,13.8,35,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.1979             ","Brandenburg                             ","eor"
"4930",12276,"Hasenfelde                                 ",52.4333,14.2167,65,"Ostbrandenburgische Platte                                                      ","Lebusplatte                                                                     ","31.12.1966             ","Brandenburg                             ","eor"
"4931",12277,"Mönchwinkel                                ",52.4,13.8833,35,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.1989             ","Brandenburg                             ","eor"
"4932",12278,"Petersdorf b. Briesen                      ",52.3167,14.35,80,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.1973             ","Brandenburg                             ","eor"
"4933",12279,"Rauen                                      ",52.3333,14.0333,50,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Saarower Hügel                                                                  ","31.12.1990             ","Brandenburg                             ","eor"
"4934",12280,"Saarow, Bad-Pieskow                        ",52.2833,14.0833,50,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Saarower Hügel                                                                  ","31.12.1993             ","Brandenburg                             ","eor"
"4935",12281,"Saarow, Bad-Pieskow (Süd)                  ",52.2833,14.0667,50,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Saarower Hügel                                                                  ","31.12.1953             ","Brandenburg                             ","eor"
"4936",12282,"Schöneiche                                 ",52.4667,13.6833,40,"Ostbrandenburgische Platte                                                      ","Barnimplatte                                                                    ","31.12.1971             ","Brandenburg                             ","eor"
"4937",12283,"Altthymen                                  ",53.2333,13.1667,60,"Mecklenburgische Seenplatte                                                     ","Neustrelitzer Kleinseenland                                                     ","31.12.1968             ","Brandenburg                             ","eor"
"4938",12284,"Badingen                                   ",53,13.25,55,"Nordbrandenburgisches Platten- und Hügelland                                    ","Granseer Platte                                                                 ","31.12.1994             ","Brandenburg                             ","eor"
"4939",12285,"Falkenthal                                 ",52.9,13.3,50,"Nordbrandenburgisches Platten- und Hügelland                                    ","Granseer Platte                                                                 ","31.12.1976             ","Brandenburg                             ","eor"
"4940",12286,"Fürstenberg/Havel (PH)                     ",53.2,13.15,55,"Mecklenburgische Seenplatte                                                     ","Neustrelitzer Kleinseenland                                                     ","                       ","Brandenburg                             ","eor"
"4941",12287,"Gransee (PH)                               ",53,13.1667,55,"Nordbrandenburgisches Platten- und Hügelland                                    ","Granseer Platte                                                                 ","31.12.1963             ","Brandenburg                             ","eor"
"4942",12288,"Meseberg b. Gransee                        ",52.9667,13.1,60,"Nordbrandenburgisches Platten- und Hügelland                                    ","Granseer Platte                                                                 ","31.12.1988             ","Brandenburg                             ","eor"
"4943",12289,"Schulzendorf                               ",53.0333,13.05,70,"Nordbrandenburgisches Platten- und Hügelland                                    ","Granseer Platte                                                                 ","                       ","Brandenburg                             ","eor"
"4944",12290,"Vogelsang                                  ",53.0333,13.4,50,"Mecklenburgische Seenplatte                                                     ","Neustrelitzer Kleinseenland                                                     ","31.12.1987             ","Brandenburg                             ","eor"
"4945",12291,"Zehdenick                                  ",52.9833,13.35,45,"Luchland                                                                        ","Zehdenick-Spandauer Havelniederung                                              ","                       ","Brandenburg                             ","eor"
"4946",12292,"Zernikow                                   ",53.1,13.1,80,"Mecklenburgische Seenplatte                                                     ","Neustrelitzer Kleinseenland                                                     ","31.12.1990             ","Brandenburg                             ","eor"
"4947",12293,"Grano                                      ",51.9667,14.6333,50,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Gubener Land (mit Diehloer Hügeln)                                              ","31.12.1981             ","Brandenburg                             ","eor"
"4948",12294,"Groß Gastrose                              ",51.8833,14.65,55,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Guben-Forster Neissetal                                                         ","                       ","Brandenburg                             ","eor"
"4949",12295,"Lübbinchen                                 ",51.9667,14.5667,65,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Lieberoser Heide und Schlaubegebiet                                             ","                       ","Brandenburg                             ","eor"
"4950",12296,"Guben (PH)                                 ",51.95,14.7,55,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Gubener Land (mit Diehloer Hügeln)                                              ","31.12.1967             ","Brandenburg                             ","eor"
"4951",12297,"Dubro                                      ",51.7667,13.2667,85,"Elbe-Mulde-Tiefland                                                             ","Elbe-Elster-Tiefland                                                            ","31.12.1971             ","Brandenburg                             ","eor"
"4952",12298,"Falkenberg/Elster                          ",51.5833,13.2333,85,"Elbe-Mulde-Tiefland                                                             ","Elbe-Elster-Tiefland                                                            ","31.12.1980             ","Brandenburg                             ","eor"
"4953",12299,"Gräfendorf b. Herzberg/Elster              ",51.65,13.2167,85,"Elbe-Mulde-Tiefland                                                             ","Elbe-Elster-Tiefland                                                            ","31.12.1973             ","Brandenburg                             ","eor"
"4954",12300,"Herzberg/Elster (PH)                       ",51.7,13.2333,80,"Elbe-Mulde-Tiefland                                                             ","Elbe-Elster-Tiefland                                                            ","31.12.1976             ","Brandenburg                             ","eor"
"4955",12301,"Hohenbucko (PH)                            ",51.7667,13.4833,135,"Fläming                                                                         ","Südliches Fläminghügelland                                                      ","31.12.1976             ","Brandenburg                             ","eor"
"4956",12302,"Knippelsdorf                               ",51.8167,13.35,85,"Fläming                                                                         ","Südliches Fläminghügelland                                                      ","31.12.1966             ","Brandenburg                             ","eor"
"4957",12303,"Lebusa                                     ",51.8,13.4167,110,"Fläming                                                                         ","Südliches Fläminghügelland                                                      ","31.12.1966             ","Brandenburg                             ","eor"
"4958",12304,"Herzberg-Löhsten                           ",51.6167,13.15,85,"Elbe-Mulde-Tiefland                                                             ","Elbe-Elster-Tiefland                                                            ","31.12.1989             ","Brandenburg                             ","eor"
"4959",12305,"Schlieben (PH)                             ",51.7167,13.3833,90,"Elbe-Mulde-Tiefland                                                             ","Elbe-Elster-Tiefland                                                            ","31.12.2011             ","Brandenburg                             ","eor"
"4960",12306,"Schönewalde                                ",51.8167,13.2333,80,"Elbe-Mulde-Tiefland                                                             ","Elbe-Elster-Tiefland                                                            ","                       ","Brandenburg                             ","eor"
"4961",12307,"Bardenitz-Pechüle                          ",52.0833,12.95,60,"Fläming                                                                         ","Nördliches Fläming-Waldhügelland                                                ","31.12.1980             ","Brandenburg                             ","eor"
"4962",12308,"Eckmannsdorf                               ",52,12.9,113,"Fläming                                                                         ","Östliche Fläminghochfläche                                                      ","31.12.1995             ","Brandenburg                             ","eor"
"4963",12309,"Jüterbog (PH)                              ",52,13.0667,70,"Fläming                                                                         ","Nördliches Fläming-Waldhügelland                                                ","31.12.1982             ","Brandenburg                             ","eor"
"4964",12310,"Niedergörsdorf-Langenlipsdorf              ",51.9167,13.0833,91,"Fläming                                                                         ","Östliche Fläminghochfläche                                                      ","31.12.2008             ","Brandenburg                             ","eor"
"4965",12311,"Markendorf                                 ",51.9833,13.1667,80,"Fläming                                                                         ","Östliche Fläminghochfläche                                                      ","31.12.2000             ","Brandenburg                             ","eor"
"4966",12312,"Reinsdorf b. Jüterbog                      ",51.9167,13.2333,105,"Fläming                                                                         ","Östliche Fläminghochfläche                                                      ","31.12.1985             ","Brandenburg                             ","eor"
"4967",12313,"Schlenzer                                  ",51.9667,13.25,140,"Fläming                                                                         ","Östliche Fläminghochfläche                                                      ","31.12.1986             ","Brandenburg                             ","eor"
"4968",12314,"Treuenbrietzen-West                        ",52.1,12.85,65,"Fläming                                                                         ","Belziger Vorfläming                                                             ","31.12.1995             ","Brandenburg                             ","eor"
"4969",12315,"Niedergörsdorf-Zellendorf                  ",51.9,13.0667,90,"Fläming                                                                         ","Südliches Fläminghügelland                                                      ","31.12.1995             ","Brandenburg                             ","eor"
"4970",12316,"Bindow                                     ",52.2833,13.75,40,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Dahme-Seengebiet                                                                ","31.12.1972             ","Brandenburg                             ","eor"
"4971",12317,"Friedersdorf b. Königs Wusterhausen        ",52.3,13.8,35,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Dahme-Seengebiet                                                                ","31.12.1966             ","Brandenburg                             ","eor"
"4972",12318,"Großziethen                                ",52.4167,13.45,40,"Rückland der Mecklenburgischen Seenplatte                                       ","Uckermärkisches Hügelland (mit Uecker- und Randowtal)                           ","31.12.1970             ","Brandenburg                             ","eor"
"4973",12319,"Halbe                                      ",52.05,13.6833,45,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Zossen-Teupitzer Platten- und Hügelland                                         ","31.12.1999             ","Brandenburg                             ","eor"
"4974",12320,"Königs Wusterhausen                        ",52.3,13.6333,35,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Dahme-Seengebiet                                                                ","31.12.1996             ","Brandenburg                             ","eor"
"4975",12321,"Pätz                                       ",52.2333,13.6667,45,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Dahme-Seengebiet                                                                ","31.12.1980             ","Brandenburg                             ","eor"
"4976",12322,"Heidesee-Prieros                           ",52.2167,13.7833,40,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Dahme-Seengebiet                                                                ","31.12.1991             ","Brandenburg                             ","eor"
"4977",12323,"Königs Wusterhausen-Zeesen                 ",52.2667,13.6333,40,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Dahme-Seengebiet                                                                ","31.12.1980             ","Brandenburg                             ","eor"
"4978",12324,"Zeuthen                                    ",52.35,13.6333,40,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Berlin-Fürstenwalder Spreetalniederung                                          ","31.12.2005             ","Brandenburg                             ","eor"
"4979",12325,"Demerthin                                  ",52.9833,12.3,55,"Nordbrandenburgisches Platten- und Hügelland                                    ","Kyritzer Platte                                                                 ","31.12.1975             ","Brandenburg                             ","eor"
"4980",12326,"Dreetz b. Neustadt/Dosse                   ",52.8,12.3667,30,"Luchland                                                                        ","Unteres Rhinluch, Oberes Rhinluch und Havelländisches Luch                      ","31.12.1967             ","Brandenburg                             ","eor"
"4981",12327,"Gumtow                                     ",52.9833,12.25,75,"Nordbrandenburgisches Platten- und Hügelland                                    ","Kyritzer Platte                                                                 ","31.12.1960             ","Brandenburg                             ","eor"
"4982",12328,"Kunow                                      ",53,12.15,45,"Nordbrandenburgisches Platten- und Hügelland                                    ","Kyritzer Platte                                                                 ","31.12.1977             ","Brandenburg                             ","eor"
"4983",12329,"Kyritz                                     ",52.9333,12.4167,40,"Nordbrandenburgisches Platten- und Hügelland                                    ","Kyritzer Platte                                                                 ","                       ","Brandenburg                             ","eor"
"4984",12330,"Schrepkow                                  ",52.9833,12.1167,45,"Nordbrandenburgisches Platten- und Hügelland                                    ","Kyritzer Platte                                                                 ","31.12.2012             ","Brandenburg                             ","eor"
"4985",12331,"Koppenbrück                                ",52.85,12.35,30,"Luchland                                                                        ","Unteres Rhinluch, Oberes Rhinluch und Havelländisches Luch                      ","31.12.1971             ","Brandenburg                             ","eor"
"4986",12332,"Byhlen                                     ",51.9,14.2,60,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Lieberoser Heide und Schlaubegebiet                                             ","31.12.1966             ","Brandenburg                             ","eor"
"4987",12333,"Hohenbrück-Neu Schadow (Ph)                ",52.1,13.9167,45,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1975             ","Brandenburg                             ","eor"
"4988",12334,"Lübben/Spreewald                           ",51.9333,13.8667,55,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1978             ","Brandenburg                             ","eor"
"4989",12335,"Blumenfelde                                ",52.0167,13.8667,57,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","                       ","Brandenburg                             ","eor"
"4990",12336,"Mochow                                     ",51.9833,14.2,55,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Lieberoser Heide und Schlaubegebiet                                             ","31.12.1996             ","Brandenburg                             ","eor"
"4991",12337,"Neuendorf b. Königs Wusterhausen           ",51.9167,13.85,55,"Lausitzer Becken- und Heideland                                                 ","Luckau-Calauer Becken                                                           ","31.12.1968             ","Brandenburg                             ","eor"
"4992",12338,"Neu Zauche (PH)                            ",51.9333,14.0833,55,"Ostbrandenburgisches Heide- und Seengebiet                                      ","Lieberoser Heide und Schlaubegebiet                                             ","31.12.1991             ","Brandenburg                             ","eor"
"4993",12339,"Schlepzig                                  ",52.0333,13.9,45,"Spreewald                                                                       ","Malxe-Spree-Niederung                                                           ","31.12.1990             ","Brandenburg                             ","eor"
"4994",12340,"Dahme/Mark                                 ",51.8667,13.4333,85,"Fläming                                                                         ","Östliche Fläminghochfläche                                                      ","31.12.1974             ","Brandenburg                             ","eor"
"4995",12341,"Drahnsdorf-Krossen                         ",51.9167,13.6167,60,"Lausitzer Becken- und Heideland                                                 ","Luckau-Calauer Becken                                                           ","31.12.1968             ","Brandenburg                             ","eor"
"4996",12342,"Görsdorf                                   ",51.9,13.4833,80,"Fläming                                                                         ","Östliche Fläminghochfläche                                                      ","31.12.1969             ","Brandenburg                             ","eor"
"4997",12343,"Golßen (PH)                                ",51.9667,13.6,58,"Mittelbrandenburgische Platten und Niederungen                                  ","Baruther Tal (mit Fiener Bucht)                                                 ","31.12.1964             ","Brandenburg                             ","eor"
"4998",12344,"Kemlitz-Altsorgefeld                       ",51.8167,13.5333,135,"Fläming                                                                         ","Südliches Fläminghügelland                                                      ","31.12.1974             ","Brandenburg                             ","eor"
"4999",12345,"Langengrassau                              ",51.8333,13.6333,85,"Lausitzer Becken- und Heideland                                                 ","Luckau-Calauer Becken                                                           ","31.12.1972             ","Brandenburg                             ","eor"
"5000",12346,"Mehlsdorf                                  ",51.8333,13.35,85,"Fläming                                                                         ","Südliches Fläminghügelland                                                      ","31.12.2001             ","Brandenburg                             ","eor"
"5001",12347,"Walddrehna                                 ",51.7833,13.6167,115,"Lausitzer Becken- und Heideland                                                 ","Lausitzer Grenzwall                                                             ","                       ","Brandenburg                             ","eor"
"5002",12348,"Wüstermarke                                ",51.8167,13.6,140,"Lausitzer Becken- und Heideland                                                 ","Lausitzer Grenzwall                                                             ","31.12.1970             ","Brandenburg                             ","eor"
"5003",12349,"Steinhöfel-Jänickendorf                    ",52.0667,13.2333,55,"Mittelbrandenburgische Platten und Niederungen                                  ","Baruther Tal (mit Fiener Bucht)                                                 ","31.12.1960             ","Brandenburg                             ","eor"
"5004",12350,"Kliestow                                   ",52.2,13.2,40,"Mittelbrandenburgische Platten und Niederungen                                  ","Nuthe-Notte-Niederung                                                           ","31.12.1963             ","Brandenburg                             ","eor"
"5005",12351,"Luckenwalde (PH)                           ",52.1,13.1833,50,"Mittelbrandenburgische Platten und Niederungen                                  ","Baruther Tal (mit Fiener Bucht)                                                 ","31.12.2000             ","Brandenburg                             ","eor"
"5006",12352,"Nettgendorf                                ",52.15,13.05,45,"Mittelbrandenburgische Platten und Niederungen                                  ","Luckenwalder Heide                                                              ","31.12.1978             ","Brandenburg                             ","eor"
"5007",12353,"Niebendorf-Heinsdorf                       ",51.9333,13.3167,110,"Fläming                                                                         ","Östliche Fläminghochfläche                                                      ","31.12.1966             ","Brandenburg                             ","eor"
"5008",12354,"Baruth-Petkus                              ",51.9833,13.3667,145,"Fläming                                                                         ","Nördliches Fläming-Waldhügelland                                                ","31.12.1992             ","Brandenburg                             ","eor"
"5009",12355,"Trebbin-Löwendorf                          ",52.2167,13.2333,40,"Mittelbrandenburgische Platten und Niederungen                                  ","Nuthe-Notte-Niederung                                                           ","31.12.1971             ","Brandenburg                             ","eor"
"5010",12356,"Woltersdorf                                ",52.1167,13.2,40,"Mittelbrandenburgische Platten und Niederungen                                  ","Luckenwalder Heide                                                              ","31.12.1976             ","Brandenburg                             ","eor"
"5011",12357,"Zülichendorf                               ",52.1167,13.0333,50,"Mittelbrandenburgische Platten und Niederungen                                  ","Baruther Tal (mit Fiener Bucht)                                                 ","31.12.1984             ","Brandenburg                             ","eor"
"5012",12358,"Brieselang                                 ",52.6,13,30,"Luchland                                                                        ","Unteres Rhinluch, Oberes Rhinluch und Havelländisches Luch                      ","31.12.2001             ","Brandenburg                             ","eor"
"5013",12359,"Falkensee                                  ",52.5667,13.0833,30,"Luchland                                                                        ","Zehdenick-Spandauer Havelniederung                                              ","31.12.1979             ","Brandenburg                             ","eor"
"5014",12360,"Friesack (PH)                              ",52.75,12.5833,30,"Luchland                                                                        ","Westhavelländisches Ländchen                                                    ","31.12.2000             ","Brandenburg                             ","eor"
"5015",12361,"Ketzin                                     ",52.4667,12.85,30,"Mittelbrandenburgische Platten und Niederungen                                  ","Brandenburg-Potsdamer Havelgebiet                                               ","31.12.1991             ","Brandenburg                             ","eor"
"5016",12362,"Nauen, Kr. Havelland                       ",52.6167,12.8833,40,"Luchland                                                                        ","Unteres Rhinluch, Oberes Rhinluch und Havelländisches Luch                      ","31.12.1977             ","Brandenburg                             ","eor"
"5017",12363,"Pausin                                     ",52.6333,13.05,35,"Luchland                                                                        ","Unteres Rhinluch, Oberes Rhinluch und Havelländisches Luch                      ","31.12.1973             ","Brandenburg                             ","eor"
"5018",12364,"Senzke                                     ",52.65,12.6167,30,"Luchland                                                                        ","Westhavelländisches Ländchen                                                    ","31.12.1963             ","Brandenburg                             ","eor"
"5019",12365,"Wansdorf                                   ",52.65,13.1,35,"Luchland                                                                        ","Bellin und Glin                                                                 ","                       ","Brandenburg                             ","eor"
"5020",12366,"Betzin                                     ",52.7667,12.7667,40,"Luchland                                                                        ","Unteres Rhinluch, Oberes Rhinluch und Havelländisches Luch                      ","31.12.1971             ","Brandenburg                             ","eor"
"5021",12367,"Dierberg                                   ",53.0333,12.9833,60,"Nordbrandenburgisches Platten- und Hügelland                                    ","Wittstock-Ruppiner Heide                                                        ","31.12.1969             ","Brandenburg                             ","eor"
